Edad,Ingresos_anuales,Calificacion_crediticia,Estado_laboral,Nivel_educativo,Experiencia_laboral,Monto_prestamo,Duración_prestamo,Estado_civil,Numero_dependientes,propiedad_vivienda,Pagos_mensuales,Tasa_tarjeta_credito,lineas_credito_abiertas,Consultas_credito,Deuda_ingreso,Historial_quiebras,Proposito_prestamo,Incumplimiento_préstamos_anteriores,Historial_pagos,Duracion_credito,Saldo_cuenta_ahorros,Saldo_cuenta_corriente,Activos_totales,Pasivos_totales,Ingresos_mensuales,Historial_pagos_facturas,Antiguedad_empleo,Patrimonio_neto,Tasa_interes_base,Tasa _interes,Pago_mensual_prestamo,Deuda_ingreso.1,Prestamo_aprobado,Calificacion_riesgo
29,125711,580,1,3,7,12133,48,4,0,1,543,0.456350646,3,1,0.214796498,0,4,0,20,20,16833,1592,18425,10411,10475.91667,0.706697595,5,8014,0.217133,0.21812612,381.0299962,0.088205169,1,40.8
56,15131,634,1,4,30,25599,48,2,2,3,351,0.242600368,1,1,0.381070565,0,4,1,25,5,2458,2915,73848,15145,1260.916667,0.778020136,7,58703,0.203599,0.228322593,818.1347931,0.927210199,0,59.0
23,73576,603,1,2,0,12055,36,2,2,4,491,0.010550359,8,0,0.249302105,0,1,0,26,1,1924,600,50167,59651,6131.333333,0.766523061,5,4647,0.195555,0.175438646,433.0636692,0.1507117,1,41.6
47,50345,602,1,2,22,18805,48,2,1,2,441,0.468299317,2,1,0.087930541,0,4,0,24,1,13605,785,50714,3537,4195.416667,0.57948893,3,47177,0.212805,0.232486555,605.2927056,0.249389462,0,52.0
66,56816,669,1,3,41,20719,12,1,2,2,288,0.32019893,4,1,0.076462014,0,5,0,28,27,8124,705,636666,14955,4734.666667,0.706252733,6,621711,0.151219,0.139414951,1859.728992,0.453617782,1,28.8
28,34588,621,1,4,0,18962,48,1,0,2,444,0.215344838,4,0,0.281664771,0,2,0,36,1,8955,256,89846,11153,2882.333333,0.664763481,3,78693,0.203462,0.240947552,619.1897311,0.368864253,0,52.0
33,55383,565,1,3,10,9093,48,2,3,1,419,0.308094245,4,0,0.093625715,0,5,0,18,21,6607,1948,13714,6183,4615.25,0.637691465,2,7531,0.221593,0.23296114,292.9212285,0.154254099,1,40.0
41,65180,551,1,1,16,15086,72,2,2,2,323,0.262959229,1,0,0.189328507,0,2,0,24,26,562,1662,64928,61849,5431.666667,0.576122394,7,3079,0.254586,0.232624658,390.4395277,0.131348179,1,40.0
33,15000,523,1,2,8,13879,60,2,2,3,248,0.258464995,2,2,0.366896047,0,5,0,29,13,12973,290,27247,5651,1250.0,0.778598386,2,21596,0.257379,0.269063475,423.0232759,0.536818621,0,56.0
21,149736,560,1,3,0,27917,48,2,0,1,604,0.307627102,1,0,0.364732771,0,5,0,27,9,3003,2256,290530,10999,12478.0,0.827830968,6,279531,0.242917,0.208264443,861.8653947,0.117475989,1,37.6
40,42717,585,1,1,14,41561,24,3,3,4,326,0.380083572,2,1,0.252630804,0,4,0,21,24,489,759,48731,10782,3559.75,0.658450452,3,37949,0.224061,0.214000198,2143.813798,0.693816644,0,53.0
27,66417,590,1,4,5,9493,48,2,3,2,408,0.644568843,3,1,0.190629616,0,4,0,27,17,2012,1060,112110,24837,5534.75,0.758860953,9,87273,0.209493,0.191983112,284.8361861,0.12517931,1,40.0
45,22121,602,1,2,23,18805,60,3,3,4,250,0.221027442,0,2,0.064124248,0,4,0,32,12,667,2669,63386,7364,1843.416667,0.98674491,2,56022,0.222805,0.237957438,538.7544132,0.42787636,0,47.0
28,37558,620,1,4,5,18686,60,2,0,3,278,0.122147059,1,1,0.219745034,0,1,0,24,24,4575,1163,9316,17652,3129.833333,0.853223748,10,2660,0.213686,0.227713505,524.3153018,0.256344417,0,49.0
58,134691,621,1,2,36,16421,24,2,0,3,607,0.191641419,1,0,0.169401203,0,4,1,28,27,1619,306,48831,27992,11224.25,0.884270894,4,20839,0.180921,0.198068674,834.2114896,0.128401585,1,40.0
30,33101,539,1,1,7,29824,60,2,0,3,358,0.18478734,3,0,0.163751052,0,1,0,17,19,2548,1004,220116,8784,2758.416667,0.911383197,0,211332,0.265324,0.238971475,856.1962597,0.440178699,0,46.0
36,44364,439,1,1,10,5538,36,3,1,2,313,0.331444599,3,1,0.30184152,0,3,0,26,12,2471,764,203672,8223,3697.0,0.868086433,7,195449,0.271038,0.256212502,222.0136238,0.144715614,1,40.8
49,38596,499,1,4,27,13078,36,2,2,4,292,0.14825455,1,2,0.387717694,0,2,1,24,23,1121,1118,40099,121827,3216.333333,0.803058411,6,4304,0.248578,0.255899355,524.0681506,0.253726236,0,60.0
25,139954,439,3,1,3,40858,48,1,0,3,293,0.172889807,1,0,0.448911039,0,5,0,28,22,427,1429,51633,5937,11662.83333,0.588756942,2,45696,0.316358,0.312445458,1500.854523,0.153809497,0,56.0
42,53444,521,3,2,19,16462,60,2,0,4,730,0.368490339,4,1,0.237526015,0,5,0,24,12,4608,638,44150,32195,4453.666667,0.580948446,7,11955,0.260962,0.288080282,520.6123709,0.280805113,0,55.0
55,113523,643,1,1,33,10990,60,2,0,1,427,0.306019261,4,2,0.221712026,0,5,0,25,18,4279,2107,130005,17536,9460.25,0.865374165,4,112469,0.19449,0.203889021,293.551019,0.076166171,1,35.2
20,31270,581,1,2,1,6624,12,2,1,2,151,0.464867466,5,2,0.092079081,0,3,1,27,20,2857,478,78348,31210,2605.833333,0.780227962,6,47138,0.181124,0.173323616,605.1855616,0.290189534,0,58.0
42,46717,520,1,1,21,20915,60,3,4,4,616,0.392678059,4,2,0.441898169,0,5,0,25,20,1085,2885,8920,11975,3893.083333,0.988907846,1,3094,0.265915,0.245702449,608.6245936,0.314564187,0,57.0
43,56613,564,1,1,19,25148,36,1,0,2,340,0.513658837,5,1,0.435346558,0,4,0,20,3,4138,1730,226679,47469,4717.75,0.500503736,8,179210,0.228148,0.241327041,988.3808663,0.281570848,0,56.0
49,86882,612,1,2,24,51374,72,2,1,3,380,0.11659762,1,2,0.225287113,0,4,0,35,19,10374,565,45230,263937,7240.166667,0.54708558,8,4755,0.260374,0.277772588,1472.689201,0.255890408,0,47.0
25,69876,598,1,3,5,17992,96,1,1,3,545,0.011470739,3,1,0.258154691,0,2,0,31,15,915,506,19626,7056,5823.0,0.804221282,5,12570,0.253992,0.272305298,461.8554917,0.172910096,0,51.0
24,32582,513,2,2,4,26598,60,3,0,3,231,0.462592067,5,1,0.146652255,0,2,0,24,21,288,1263,32463,10978,2715.166667,0.851906681,4,21485,0.275098,0.272707952,816.4890482,0.385791805,0,55.0
46,101562,612,1,2,23,30836,84,3,3,2,323,0.605553686,6,0,0.189514885,0,1,1,26,14,7528,378,62262,36152,8463.5,0.773425392,5,26110,0.249836,0.236658705,754.401568,0.127299766,0,54.0
43,24611,548,3,2,25,21110,24,2,0,4,489,0.577459035,0,1,0.222317809,0,1,0,30,18,10586,1352,190056,20979,2050.916667,0.756585723,5,169077,0.22211,0.247342383,1123.859894,0.786409278,0,54.0
43,22390,594,1,3,21,17603,120,2,1,1,389,0.15814493,3,5,0.399641944,0,5,0,19,23,612,293,24284,46780,1865.833333,0.918248131,3,8633,0.275603,0.292970668,454.9331165,0.45230895,0,55.0
44,47430,605,1,2,25,32684,60,2,5,2,377,0.635142123,2,0,0.191575883,0,2,0,31,17,673,505,57941,32526,3952.5,0.716241805,5,25415,0.235184,0.232355477,925.8059034,0.329615662,0,50.0
31,57105,500,1,4,6,24760,36,1,3,3,168,0.122225235,2,1,0.328967583,0,4,0,15,20,2593,129,12750,12673,4758.75,0.71309215,6,1632,0.25976,0.268101331,1008.31193,0.247189268,0,53.0
42,28751,536,1,2,21,30150,60,2,0,1,343,0.411098167,1,3,0.338673753,0,2,0,19,5,8298,2785,33961,20305,2395.916667,0.850026707,7,13656,0.26715,0.258890882,900.7265158,0.519102577,0,59.0
43,43567,547,1,2,17,17390,24,2,2,2,308,0.143643784,3,0,0.265708642,0,2,0,28,10,12906,4746,131041,11319,3630.583333,0.765327756,3,119722,0.21889,0.238016836,917.707995,0.337606352,0,48.0
31,20113,575,1,4,6,27214,36,2,1,1,347,0.216274834,2,1,0.452728607,0,3,0,20,2,4698,1891,99134,46478,1676.083333,0.805018167,1,52656,0.224714,0.226757609,1048.852878,0.832806371,0,60.0
62,52633,682,3,4,41,13197,120,2,5,1,347,0.22060986,0,2,0.17797028,1,5,0,22,27,4853,730,51962,68554,4386.083333,0.732344837,9,6415,0.227197,0.224554753,276.8821426,0.142241288,0,59.0
45,93617,557,1,3,25,10868,84,1,0,1,826,0.185208357,7,4,0.467310221,0,4,0,18,17,3489,357,79807,54410,7801.416667,0.802460309,8,25397,0.257368,0.246893799,272.9321558,0.140863154,1,43.2
25,34276,574,1,5,3,5163,96,2,3,3,365,0.306851243,3,0,0.198152855,0,2,0,27,26,3141,42,38198,5950,2856.333333,0.643277815,6,32248,0.253163,0.251665486,125.3743364,0.17167966,0,51.0
47,25819,587,2,1,25,12824,36,2,0,3,103,0.625111014,2,2,0.201914092,0,2,0,30,5,1622,1914,63582,13848,2151.583333,0.731165608,6,49734,0.204324,0.182182232,465.0233902,0.264002505,0,61.0
28,72220,546,1,5,5,11336,36,2,1,2,533,0.074975753,2,2,0.094343712,0,2,0,27,28,1517,1581,125642,21847,6018.333333,0.858657173,9,103795,0.223336,0.212421409,428.4952003,0.159761041,1,36.0
49,30032,594,1,1,28,5789,24,1,0,2,148,0.310708395,3,4,0.604385664,0,2,0,32,1,1632,524,87958,20361,2502.666667,0.916058479,7,67597,0.183789,0.19514352,293.2641924,0.176317605,0,61.0
53,259639,545,1,3,29,39203,12,1,3,3,189,0.438656271,2,0,0.215905987,0,2,0,26,18,21809,322,22131,31385,21636.58333,0.629447748,3,2180,0.231703,0.208267431,3647.080235,0.177296026,1,40.8
30,58238,628,2,4,7,15647,48,2,1,2,770,0.329525883,3,1,0.177226417,1,2,0,31,5,8060,2519,52153,9039,4853.166667,0.652000275,4,43114,0.196647,0.196808625,473.487404,0.256221863,0,64.0
51,91953,618,1,1,29,21715,48,2,5,3,264,0.284880797,2,1,0.505545749,0,2,0,30,4,2879,4094,33213,16233,7662.75,0.856589661,10,16980,0.207715,0.191006847,650.4353504,0.119335141,1,45.6
44,22237,609,1,1,23,33644,60,3,1,3,816,0.083470403,3,0,0.471472544,0,4,0,28,21,1967,2124,64119,23197,1853.083333,0.747585216,3,40922,0.234144,0.226311264,941.3235675,0.948324091,0,54.0
49,74085,653,1,2,27,36208,12,2,2,4,375,0.261044715,3,0,0.56356516,0,2,0,32,28,2043,15912,70652,75471,6173.75,0.840751317,6,7553,0.174708,0.171099938,3304.231999,0.595947682,0,52.0
62,33370,633,1,2,41,18943,24,3,2,3,545,0.52164351,5,0,0.308701359,0,4,0,24,9,966,1022,92153,124204,2780.833333,0.836358909,5,10973,0.177443,0.18541125,950.6725135,0.537850469,0,54.0
37,36562,553,1,1,14,38934,48,2,0,1,782,0.271256546,4,0,0.373454925,0,4,1,26,11,636,1405,2612797,9589,3046.833333,0.492074326,4,2603208,0.257434,0.221785163,1230.434053,0.660500209,1,42.4
30,25658,583,1,3,7,6423,36,2,3,1,374,0.189453555,1,1,0.065644668,0,3,0,20,6,2411,480,73838,16061,2138.166667,0.628161982,5,57777,0.199923,0.197495976,237.8829964,0.286171797,0,51.0
29,75095,590,1,3,6,11657,120,2,1,3,182,0.445935977,3,0,0.582569969,0,5,1,15,9,1570,510,61242,19771,6257.916667,0.895877957,7,41471,0.271657,0.3259884,329.8993647,0.081800285,0,66.0
30,50657,591,1,1,4,20536,48,2,2,2,638,0.307686226,7,2,0.061151466,0,5,0,27,14,20114,475,124093,16677,4221.416667,0.696183348,11,107416,0.220036,0.195913608,620.4555409,0.298112136,0,46.0
39,48707,582,1,2,17,9741,36,2,0,4,558,0.052235724,1,0,0.251478066,0,4,0,30,17,2817,337,118511,49436,4058.916667,0.815182331,13,69075,0.203741,0.2444892,384.4670168,0.23219669,0,50.0
44,99138,524,1,1,19,23007,48,1,4,3,472,0.254021748,2,2,0.2485996,0,5,0,25,24,2596,152,10777,42553,8261.5,0.75710876,6,1156,0.256007,0.244342503,755.6043743,0.1485934,1,40.8
43,48280,581,1,3,20,40424,36,2,4,3,340,0.245617093,0,1,0.236268129,0,4,0,28,12,3207,4229,102225,18198,4023.333333,0.721181988,2,84027,0.234924,0.190317237,1482.431411,0.452965554,0,51.0
49,88064,568,1,2,27,24156,120,2,0,4,382,0.418856157,2,0,0.109589903,0,3,0,28,17,7110,252,161014,25181,7338.666667,0.718313886,4,135833,0.295156,0.259907112,566.4924364,0.129245881,1,36.8
40,177855,625,1,4,18,17289,60,2,0,2,280,0.038195441,3,0,0.436205217,0,1,0,24,26,3966,947,100795,5297,14821.25,0.437647007,5,95498,0.209789,0.231702553,489.0777212,0.051890206,1,38.4
57,55440,614,1,2,35,31937,12,4,2,1,497,0.14720382,3,2,0.32860438,0,5,0,25,14,958,1312,32453,11335,4620.0,0.919605926,4,21118,0.189937,0.185523327,2936.385522,0.743157039,0,50.0
36,44377,558,1,1,13,11938,36,2,3,3,215,0.487141346,1,1,0.172368675,0,2,0,23,19,2782,1457,59951,7527,3698.083333,0.844834198,2,52424,0.217938,0.210405515,450.0135497,0.179826545,1,40.0
72,115677,511,1,2,51,27962,24,2,1,1,364,0.106716336,6,0,0.482772273,0,2,0,26,6,1314,3522,89023,36001,9639.75,0.621282686,5,53022,0.247462,0.281752414,1537.290226,0.197234392,0,54.0
47,163133,654,1,4,27,13145,36,1,5,2,210,0.124727742,2,1,0.107168337,0,1,0,27,6,687,411,85222,23228,13594.41667,0.864147156,8,61994,0.171145,0.196072881,485.8890018,0.051189324,1,32.8
29,51989,517,1,2,5,26850,72,2,3,2,351,0.169492133,5,0,0.486149061,0,5,0,22,3,1462,391,54547,10095,4332.416667,0.837484158,6,44452,0.28335,0.308280968,822.1477906,0.270783694,0,58.0
27,28941,612,1,3,3,15007,60,1,0,2,112,0.126320773,1,1,0.528454795,0,1,0,23,8,1934,2041,133058,88914,2411.75,0.720013119,6,44144,0.214007,0.188136857,387.7529909,0.207215918,0,57.0
45,117455,652,3,5,21,19372,48,3,3,1,697,0.244414931,2,0,0.680913806,0,5,1,26,6,3583,11199,288436,9076,9787.916667,0.740201102,3,279360,0.188372,0.185810621,574.9512772,0.129951176,1,44.8
37,68157,565,1,2,14,15091,36,2,2,2,394,0.216311173,1,1,0.085408128,0,1,0,28,27,4080,422,12695,66526,5679.75,0.748442362,3,3047,0.217591,0.231503654,585.3517618,0.172428674,1,40.0
48,117456,579,1,4,24,17310,36,2,5,2,451,0.241074351,2,0,0.11822654,0,4,0,18,24,1689,949,31979,20558,9788.0,0.798218024,5,11421,0.21281,0.218896407,660.0888872,0.113515416,1,39.2
45,84230,579,1,2,21,61376,72,2,0,3,565,0.314007158,3,0,0.093365907,0,4,1,34,7,922,542,29842,14843,7019.166667,0.894826038,3,14999,0.286876,0.293986417,1822.717368,0.34017106,0,56.0
39,47910,515,1,1,15,25068,24,2,3,2,447,0.119513307,4,0,0.021372031,0,1,0,17,10,3131,2447,68899,11745,3992.5,0.830638545,2,57154,0.242568,0.239197996,1324.369438,0.443674249,0,48.0
29,37709,557,1,1,8,27440,60,2,1,1,435,0.476069673,5,1,0.462977458,0,2,1,25,9,1785,543,9716,16781,3142.416667,0.739760274,5,4672,0.25394,0.304728,895.7625781,0.423483809,0,65.0
21,73625,540,1,2,1,12927,24,1,0,2,182,0.11674168,1,1,0.192876458,1,4,0,21,8,1176,1252,159098,20357,6135.416667,0.922687725,7,138741,0.217927,0.20860742,663.3784316,0.137786637,0,58.0
34,19757,592,1,3,12,17292,120,2,4,3,385,0.380518875,1,2,0.181078529,0,1,0,28,9,3053,1330,44477,106504,1646.416667,0.850136404,5,2757,0.276292,0.254743575,399.1784068,0.476294016,0,53.0
50,111020,498,1,3,28,23552,12,2,4,3,496,0.236654388,1,2,0.452129129,0,3,0,23,24,2429,1167,43095,13083,9251.666667,0.929136637,2,30012,0.239552,0.242604556,2230.0373,0.294653644,1,44.0
42,54202,553,3,1,20,12176,60,1,0,3,292,0.176307453,8,1,0.0518712,1,5,0,22,9,4326,727,39483,98490,4516.833333,0.84938805,8,4212,0.240676,0.239007979,349.5780008,0.142041548,0,65.0
25,36184,620,1,4,6,38807,48,1,3,4,210,0.730022275,5,1,0.227832641,0,2,0,38,9,2111,611,68351,27576,3015.333333,0.787161892,5,40775,0.223807,0.195525082,1171.678453,0.458217484,0,53.0
42,56320,603,1,4,16,21883,60,2,0,3,653,0.118436105,3,1,0.069661939,0,5,0,31,12,2478,1449,326068,11532,4693.333333,0.884155989,4,314536,0.225383,0.200452406,580.3166457,0.262780535,1,32.0
44,111257,487,1,3,22,18609,60,1,0,2,525,0.419873026,2,0,0.185945256,0,1,0,25,17,1370,300,24626,30649,9271.416667,0.92786882,5,1850,0.280109,0.273964211,572.6492835,0.118390676,1,40.0
29,55172,606,1,2,6,40220,36,2,0,2,317,0.513680234,4,6,0.576116699,0,5,0,31,9,14454,1521,82416,8200,4597.666667,0.855336708,4,74216,0.22222,0.223854822,1544.05236,0.404781924,0,55.0
41,29020,583,1,1,16,16570,60,2,2,2,158,0.227759006,2,1,0.173766477,0,4,0,23,4,713,862,22214,10612,2418.333333,0.938497055,5,11602,0.23007,0.231909137,468.935416,0.259242763,0,55.0
40,19990,564,1,2,22,11236,24,3,2,2,511,0.428427773,2,1,0.26027699,0,2,0,28,15,1477,5786,100659,7602,1665.833333,0.885167782,4,93057,0.204236,0.191758952,567.351904,0.64733481,0,53.0
26,196442,600,1,3,5,25519,24,1,1,2,326,0.320407509,4,1,0.169365099,0,5,1,25,19,4763,4810,9573,128864,16370.16667,0.747174139,9,6837,0.200519,0.199145171,1297.744564,0.099189251,1,40.8
44,21725,630,1,2,22,38766,48,1,0,3,206,0.190232539,6,1,0.427326576,0,5,0,10,13,2332,494,90534,37492,1810.416667,0.843844102,8,53042,0.218766,0.239370718,1262.494508,0.811136207,0,52.0
46,49098,472,1,3,24,31990,72,2,3,2,352,0.292985256,2,1,0.126462887,0,2,1,27,24,11754,2781,22172,20084,4091.5,0.847108296,1,2088,0.31099,0.33258932,1030.582079,0.337915698,0,57.0
52,33061,640,1,3,30,11580,36,2,3,1,384,0.188189018,5,2,0.305251334,0,5,0,19,25,9144,801,144771,65760,2755.083333,0.646115855,5,79011,0.17658,0.163350962,409.0368044,0.287844943,1,39.2
52,91077,550,1,1,27,37597,36,1,4,4,917,0.10933195,1,2,0.115573778,0,4,0,22,4,3363,431,17299,34929,7589.75,0.895732847,6,5342,0.247597,0.291777355,1579.166587,0.328886536,0,51.0
23,17270,593,1,1,0,28352,36,1,2,1,858,0.365284076,5,2,0.244350311,0,4,0,24,29,24249,1912,38825,12998,1439.166667,0.38160375,3,25827,0.216852,0.208157691,1065.483539,1.33652591,0,54.0
28,137635,622,1,4,4,12414,48,3,2,1,285,0.468203644,6,1,0.366311719,0,4,0,18,8,1133,4015,13939,5554,11469.58333,0.712773337,5,8385,0.196414,0.1571312,349.9949757,0.055363387,1,40.8
46,44523,613,3,1,23,12648,96,2,3,2,90,0.153657113,2,0,0.422808686,0,4,0,30,28,2266,1008,25164,36282,3710.25,0.780107139,4,6932,0.241148,0.255169233,310.0847436,0.107832287,0,56.0
46,40998,576,1,1,26,29172,48,1,1,2,463,0.126345617,3,2,0.711083713,0,2,0,23,18,2493,1858,16901,30888,3416.5,0.497817252,5,7970,0.236172,0.245967103,960.7096342,0.41671583,0,58.0
46,49839,558,1,3,28,34869,108,1,3,3,565,0.288488656,1,1,0.260473076,1,5,0,26,20,15200,651,15851,29182,4153.25,0.908746817,5,5439,0.300869,0.342460806,1045.150848,0.387684548,0,65.0
80,48462,656,1,3,61,29111,72,2,4,3,477,0.353579875,3,4,0.284267305,0,5,0,19,15,3972,2076,45290,66211,4038.5,0.886345198,7,5097,0.216111,0.189980567,680.4873932,0.286613196,0,47.0
46,37268,535,1,2,23,26549,48,2,0,3,504,0.109871916,2,2,0.104144416,0,2,1,19,12,652,2447,29282,10542,3105.666667,0.918333089,8,18740,0.254049,0.223858682,842.0263949,0.433409808,0,56.0
53,85512,628,1,3,30,20367,48,1,1,1,338,0.218746725,3,2,0.314813123,0,5,0,30,8,2369,1188,149155,52247,7126.0,0.909841054,8,96908,0.201367,0.182711544,601.1702804,0.131794875,1,39.2
51,16619,617,1,1,29,22186,48,4,5,3,236,0.281497311,5,2,0.092377568,0,4,0,23,20,10910,2098,54770,43575,1384.916667,0.784347586,3,11195,0.208686,0.215927232,694.0975599,0.671590993,0,49.0
47,30548,490,1,1,25,22280,84,2,0,1,920,0.021919536,1,1,0.21219409,0,3,0,28,26,1701,2417,21711,29011,2545.666667,0.711992803,2,6851,0.30228,0.31156232,654.4659853,0.618488668,0,52.0
36,108416,604,3,1,9,60460,72,2,0,1,292,0.344963715,2,1,0.183829016,0,2,0,22,25,48211,772,67394,5965,9034.666667,0.871532212,3,61429,0.27346,0.22769426,1546.860574,0.203533859,0,47.0
49,56255,571,1,3,28,14526,24,2,0,3,573,0.098599267,3,0,0.009300333,0,5,0,19,4,23933,658,366111,44654,4687.916667,0.749845763,3,321457,0.204026,0.206903761,744.220698,0.280982106,1,36.8
30,35795,510,1,4,6,18086,36,2,2,3,239,0.096626748,6,0,0.404420977,0,2,0,22,15,1038,4134,165933,34105,2982.916667,0.811141876,4,131828,0.248086,0.246407452,715.6642372,0.320043885,0,52.0
37,20882,566,1,1,14,23838,48,3,2,2,671,0.127837931,3,2,0.245815681,0,4,0,24,25,2011,536,144098,56021,1740.166667,0.784486939,7,88077,0.235838,0.218396123,748.9677588,0.815995264,0,51.0
34,21573,522,1,2,12,12419,48,3,0,4,194,0.432945635,4,1,0.408702448,0,1,0,28,15,2935,229,51753,3910,1797.75,0.920186293,7,47843,0.246419,0.231705596,399.2086432,0.329972823,0,59.0
40,86157,535,1,2,15,16775,36,2,2,2,370,0.280124462,2,1,0.329415035,0,5,0,26,12,3368,4485,106697,33353,7179.75,0.852649404,5,73344,0.234275,0.238419356,656.7397067,0.143004938,1,40.8
67,29708,626,3,1,42,44904,108,3,1,3,631,0.38950911,6,0,0.139038395,0,2,0,16,11,1303,5039,98472,15326,2475.666667,0.751187249,8,83146,0.276904,0.331045567,1307.98557,0.783217545,0,50.0
18,77920,578,1,2,0,20677,36,3,2,3,1093,0.279277903,1,0,0.479770576,0,2,0,26,20,6127,2578,36486,94587,6493.333333,0.853444466,4,5109,0.216677,0.234137448,804.8666365,0.292279256,0,56.0
48,35187,574,1,2,24,82538,48,2,1,2,572,0.040110544,2,2,0.210034661,0,5,1,25,9,7826,502,24320,13229,2932.25,0.715870672,4,11091,0.290538,0.288651602,2917.633022,1.190087142,0,59.0
20,53299,544,2,2,0,36261,36,3,0,2,630,0.118683857,0,2,0.457003658,0,4,0,25,24,3678,1968,175920,10093,4441.583333,0.791706164,3,165827,0.249261,0.281908423,1503.626162,0.480375128,0,54.0
34,54605,614,1,4,11,12604,24,1,1,3,462,0.545737674,6,1,0.22709889,0,2,0,30,18,5395,399,13039,59277,4550.416667,0.839421547,4,3640,0.180604,0.157229046,615.4635941,0.236783502,1,40.0
53,36754,505,2,3,30,36455,36,2,1,2,674,0.439097853,0,0,0.182767575,0,2,0,34,14,3055,5057,138955,21422,3062.833333,0.798733349,6,117533,0.268955,0.282110203,1512.068674,0.713740656,0,51.0
40,37426,601,1,1,19,38810,24,1,0,2,153,0.495080107,3,0,0.273687445,0,4,0,12,25,6120,1145,171618,1466,3118.833333,0.612297762,2,170152,0.21331,0.211253005,1996.666475,0.689253399,0,47.0
27,29512,545,1,2,5,28201,60,1,1,2,455,0.08892625,3,2,0.238223981,0,4,0,15,18,2290,5251,24830,65744,1250.0,0.786623012,2,3661,0.260701,0.298519061,909.83449,1.091867592,0,53.0
31,34589,445,1,1,10,91631,60,2,3,3,285,0.447921726,2,1,0.07125895,0,2,0,29,16,1428,1002,72147,55009,2882.416667,0.913455212,3,17138,0.374131,0.396185064,3527.670993,1.322734162,0,52.0
48,56584,615,3,3,24,15122,36,2,2,2,115,0.171176254,4,1,0.496015721,0,1,0,25,25,6834,1269,122221,6443,4715.333333,0.92980649,5,115778,0.192622,0.181059317,547.5004526,0.140499177,1,40.8
31,32777,537,1,4,9,27822,60,3,2,2,392,0.31326842,4,2,0.206489602,0,1,1,21,15,4771,4937,120149,5740,2731.416667,0.82470881,6,114409,0.264322,0.226000346,777.9351425,0.428325402,0,55.0
42,70901,575,2,2,22,20087,60,2,0,3,582,0.490621498,4,3,0.328179016,0,4,0,29,4,12504,522,43108,19402,5908.416667,0.896052007,5,23706,0.237587,0.238828607,576.4971798,0.196075742,0,61.0
40,52184,574,2,3,19,38284,48,2,3,3,356,0.145847095,5,1,0.146371786,0,3,0,16,3,7697,4696,135135,52369,4348.666667,0.914426181,8,82766,0.246284,0.228254072,1223.399309,0.363191624,0,53.0
32,43451,506,1,1,14,9077,36,4,0,3,564,0.099524223,2,2,0.294275675,0,3,0,23,1,1218,7400,58686,11575,3620.916667,0.705916367,5,47111,0.241077,0.246564393,359.2526523,0.254977603,0,56.0
65,23881,599,1,1,43,17067,60,1,4,1,678,0.184632951,1,1,0.410319198,0,5,0,23,26,22121,3206,38426,91806,1990.083333,0.580963113,4,5423,0.222567,0.219284181,470.677622,0.577200765,0,57.0
47,44248,550,2,1,24,21565,36,1,2,3,499,0.212509404,5,0,0.224881493,0,2,0,28,12,41840,1886,70635,20206,3687.333333,0.872024513,5,50429,0.231565,0.232599733,837.699992,0.362511298,0,54.0
18,15885,551,1,4,0,35284,84,1,0,4,264,0.296569252,6,2,0.541806924,0,4,0,23,27,2316,3975,302488,23662,1323.75,0.848146664,1,278826,0.284784,0.3252975,1069.581358,1.0074269,0,54.0
42,39637,599,1,5,16,28863,24,3,4,2,337,0.657760451,4,1,0.109721187,0,3,0,25,7,823,554,197025,22402,3303.083333,0.711036907,5,174623,0.204363,0.245088583,1533.358804,0.566246327,0,50.0
32,48777,549,1,2,8,32798,72,3,3,1,176,0.501565533,4,0,0.289103819,0,5,0,30,4,1382,446,100090,30965,4064.75,0.804443088,4,69125,0.273298,0.296601346,979.5255675,0.284279616,0,55.0
50,43208,564,1,1,26,13574,84,2,3,4,361,0.722249166,4,1,0.340826994,0,2,0,33,6,2108,678,23314,73184,3600.666667,0.791042528,3,2671,0.256574,0.2052592,305.740133,0.185171302,0,59.0
30,18662,544,1,2,11,28715,60,1,1,3,511,0.276851053,4,0,0.427403284,0,4,0,25,12,3730,149,94880,7676,1555.166667,0.892980688,7,87204,0.261715,0.263870383,866.3323773,0.885649369,0,56.0
38,42209,582,2,4,16,29658,48,3,0,3,395,0.284773132,3,1,0.185024972,0,1,0,36,1,794,524,116610,14222,3517.416667,0.911974991,7,102388,0.233658,0.243953539,973.3988691,0.389035192,0,54.0
46,99222,450,1,4,24,44563,120,2,1,1,281,0.391776405,1,0,0.21913933,0,2,0,32,21,8172,1353,20670,6849,8268.5,0.663548924,5,13821,0.374563,0.420091258,1585.568565,0.22574452,0,51.0
50,27279,634,1,2,29,14474,72,1,0,2,590,0.101432007,3,0,0.169137765,0,2,0,21,28,1524,5782,117515,46510,2273.25,0.646644685,1,71005,0.212474,0.202603629,348.8810901,0.413012687,0,46.0
